123307	D247649X; (DHL)247649	E/ESCWA/HS/85/3	http://digitallibrary.un.org/record/123307/files/E_ESCWA_HS_85_3-AR.pdf; http://digitallibrary.un.org/record/123307/files/E_ESCWA_HS_85_3-EN.pdf
123402	D247744X; (DHL)247744	E/ESCWA/13/16/Rev.1; E/ESCWA/C.1/13/7/Rev.1	http://digitallibrary.un.org/record/123402/files/E_ESCWA_13_16_Rev.1_E_ESCWA_C.1_13_7_Rev.1-AR.pdf; http://digitallibrary.un.org/record/123402/files/E_ESCWA_13_16_Rev.1_E_ESCWA_C.1_13_7_Rev.1-EN.pdf
123589	D247931X; (DHL)247931	E/ESCWA/ID/85/11	http://digitallibrary.un.org/record/123589/files/E_ESCWA_ID_85_11-EN.pdf
128859	D257709X; (DHL)257709	E/ESCWA/AGR/85/5	http://digitallibrary.un.org/record/128859/files/E_ESCWA_AGR_85_5-EN.pdf
132455	D263214X; (DHL)263214	***	
132501	D263260X; (DHL)263260	E/ESCWA/STAT/86/10	
132502	D263261X; (DHL)263261	E/ESCWA/STAT/85/WG.1/BP.11	
132537	D263296X; (DHL)263296	E/ESCWA/NR/85/9	
132538	D263297X; (DHL)263297	E/ESCWA/STAT/85/WG.1/BP.1	http://digitallibrary.un.org/record/132538/files/E_ESCWA_STAT_85_WG.1_BP.1-AR.pdf; http://digitallibrary.un.org/record/132538/files/E_ESCWA_STAT_85_WG.1_BP.1-EN.pdf
132976	D263930X; (DHL)263930	E/ESCWA/DPD/85/11	http://digitallibrary.un.org/record/132976/files/E_ESCWA_DPD_85_11-EN.pdf
133009	D263963X; (DHL)263963	E/ESCWA/DPD/85/11/Supp.1	http://digitallibrary.un.org/record/133009/files/E_ESCWA_DPD_85_11_Supp.1-EN.pdf
133751	D265095X; (DHL)265095	E/ESCWA/AGR/85/7	http://digitallibrary.un.org/record/133751/files/E_ESCWA_AGR_85_7-EN.pdf
133785	D265129X; (DHL)265129	E/ESCWA/AGR/85/4	http://digitallibrary.un.org/record/133785/files/E_ESCWA_AGR_85_4-EN.pdf
133786	D265130X; (DHL)265130	E/ESCWA/HS/85/6	http://digitallibrary.un.org/record/133786/files/E_ESCWA_HS_85_6-AR.pdf; http://digitallibrary.un.org/record/133786/files/E_ESCWA_HS_85_6-EN.pdf
134722	D266665X; (DHL)266665	E/ESCWA/DPD/86/4	http://digitallibrary.un.org/record/134722/files/E_ESCWA_DPD_86_4-EN.pdf
134748	D266691X; (DHL)266691	E/ESCWA/ECU/86/2	http://digitallibrary.un.org/record/134748/files/E_ESCWA_ECU_86_2-EN.pdf
135427	D267564X; (DHL)267564	E/ESCWA/LIB/ACQ/86/4	
135439	D267576X; (DHL)267576	E/ESCWA/LIB/ACQ/86/5	
135640	D267965X; (DHL)267965	E/ESCWA/DPD/86/7	http://digitallibrary.un.org/record/135640/files/E_ESCWA_DPD_86_7-EN.pdf
135892	D268417X; (DHL)268417	E/ESCWA/DPD/86/6	http://digitallibrary.un.org/record/135892/files/E_ESCWA_DPD_86_6-EN.pdf
135893	D268418X; (DHL)268418	E/ESCWA/DPD/86/8	http://digitallibrary.un.org/record/135893/files/E_ESCWA_DPD_86_8-EN.pdf
137308	D270232X; (DHL)270232	E/ESCWA/AGR/86/4	http://digitallibrary.un.org/record/137308/files/E_ESCWA_AGR_86_4-EN.pdf
137390	D270314X; (DHL)270314	E/ESCWA/HS/86/1	http://digitallibrary.un.org/record/137390/files/E_ESCWA_HS_86_1-AR.pdf; http://digitallibrary.un.org/record/137390/files/E_ESCWA_HS_86_1-EN.pdf
138633	D272081X; (DHL)272081	E/1987/35; E/ESCWA/14/12	http://digitallibrary.un.org/record/138633/files/E_1987_35_E_ESCWA_14_12-AR.pdf; http://digitallibrary.un.org/record/138633/files/E_1987_35_E_ESCWA_14_12-EN.pdf
138634	D272082X; (DHL)272082	E/ESCWA/RES/154(XIV)	
138635	D272083X; (DHL)272083	E/ESCWA/RES/155(XIV)	
138636	D272084X; (DHL)272084	E/ESCWA/RES/156(XIV)	
138637	D272085X; (DHL)272085	E/ESCWA/RES/157(XIV)	
138638	D272086X; (DHL)272086	E/ESCWA/RES/158(XIV)	
138639	D272087X; (DHL)272087	E/ESCWA/RES/159(XIV)	
